Power plant;HV-B Station;HV-A Station;LV Station;Company;Individual;Capacity;Load
1;-;-;646;-;1274784;-;3766
1;-;-;646;-;1274785;-;4847
1;-;-;646;-;1274786;-;4593
1;-;-;646;-;1274787;-;4227
1;-;-;646;-;1274788;-;5541
1;-;-;646;-;1274789;-;5491
1;-;-;646;-;1274790;-;4309
1;-;-;646;-;1274791;-;5036
1;-;-;646;-;1274792;-;5121
1;-;-;646;-;1274793;-;5392
1;-;-;646;-;1274794;-;5536
1;-;-;646;-;1274795;-;4905
1;-;-;646;-;1274796;-;4123
1;-;-;646;-;1274797;-;5415
1;-;-;646;-;1274798;-;5252
1;-;-;646;-;1274799;-;4043
1;-;-;646;-;1274800;-;4409
1;-;-;646;-;1274801;-;5412
1;-;-;646;-;1274802;-;4164
1;-;-;646;-;1274803;-;4557
1;-;-;646;-;1274804;-;3846
1;-;-;646;-;1274805;-;4391
1;-;-;646;-;1274806;-;5091
1;-;-;646;-;1274807;-;4100
1;-;-;646;-;1274808;-;5392
1;-;-;646;-;1274809;-;4894
1;-;-;646;-;1274810;-;4676
1;-;-;646;-;1274811;-;4508
1;-;2;647;-;-;740224;-
1;-;-;647;4243;-;-;11986
1;-;-;647;4244;-;-;12295
1;-;-;647;4245;-;-;12632
1;-;-;647;4246;-;-;13595
1;-;-;647;4247;-;-;15624
1;-;-;647;4248;-;-;12481
1;-;-;647;-;1274812;-;5121
1;-;-;647;-;1274813;-;5624
1;-;-;647;-;1274814;-;5340
1;-;-;647;-;1274815;-;5096
1;-;-;647;-;1274816;-;4042
1;-;-;647;-;1274817;-;4736
1;-;-;647;-;1274818;-;3899
1;-;-;647;-;1274819;-;4451
1;-;-;647;-;1274820;-;5210
1;-;-;647;-;1274821;-;4436
1;-;-;647;-;1274822;-;5242
1;-;-;647;-;1274823;-;3938
1;-;-;647;-;1274824;-;5512
1;-;-;647;-;1274825;-;5065
1;-;-;647;-;1274826;-;5628
1;-;-;647;-;1274827;-;5303
1;-;-;647;-;1274828;-;3922
1;-;-;647;-;1274829;-;3932
1;-;-;647;-;1274830;-;3981
1;-;-;647;-;1274831;-;4673
1;-;-;647;-;1274832;-;4768
1;-;-;647;-;1274833;-;3869
1;-;-;647;-;1274834;-;5601
1;-;-;647;-;1274835;-;5108
1;-;-;647;-;1274836;-;4024
1;-;-;647;-;1274837;-;5332
1;-;-;647;-;1274838;-;5130
1;-;-;647;-;1274839;-;4269
1;-;-;647;-;1274840;-;4636
1;-;-;647;-;1274841;-;4796
1;-;-;647;-;1274842;-;4602
1;-;-;647;-;1274843;-;3844
1;-;-;647;-;1274844;-;4172
1;-;-;647;-;1274845;-;4630
1;-;-;647;-;1274846;-;4160
1;-;-;647;-;1274847;-;5116
1;-;-;647;-;1274848;-;4964
1;-;-;647;-;1274849;-;4439
1;-;-;647;-;1274850;-;4891
1;-;-;647;-;1274851;-;5108
1;-;-;647;-;1274852;-;5321
1;-;-;647;-;1274853;-;5160
1;-;-;647;-;1274854;-;4386
1;-;-;647;-;1274855;-;4815
1;-;2;648;-;-;700951;-
1;-;-;648;4249;-;-;13905
1;-;-;648;4250;-;-;14345
1;-;-;648;4251;-;-;13146
1;-;-;648;4252;-;-;16027
1;-;-;648;4253;-;-;14000
1;-;-;648;4254;-;-;14470
1;-;-;648;4255;-;-;15851
1;-;-;648;4256;-;-;15996
1;-;-;648;-;1274856;-;4699
1;-;-;648;-;1274857;-;5546
1;-;-;648;-;1274858;-;4328
1;-;-;648;-;1274859;-;5066
1;-;-;648;-;1274860;-;4124
1;-;-;648;-;1274861;-;3835
1;-;-;648;-;1274862;-;5469
1;-;-;648;-;1274863;-;4174
1;-;-;648;-;1274864;-;3909
1;-;-;648;-;1274865;-;5093
1;-;-;648;-;1274866;-;5118
1;-;-;648;-;1274867;-;4234
1;-;-;648;-;1274868;-;5339
1;-;-;648;-;1274869;-;5181
1;-;-;648;-;1274870;-;4096
1;-;-;648;-;1274871;-;5172
1;-;-;648;-;1274872;-;4357
1;-;-;648;-;1274873;-;4266
1;-;-;648;-;1274874;-;4836
1;-;-;648;-;1274875;-;5633
1;-;-;648;-;1274876;-;3997
1;-;-;648;-;1274877;-;4202
1;-;-;648;-;1274878;-;4588
1;-;-;648;-;1274879;-;5136
1;-;-;648;-;1274880;-;4952
1;-;-;648;-;1274881;-;4195
1;-;-;648;-;1274882;-;4000
1;-;-;648;-;1274883;-;4632
1;-;-;648;-;1274884;-;5574
1;-;-;648;-;1274885;-;3953
1;-;-;648;-;1274886;-;4247
1;-;-;648;-;1274887;-;3913
1;-;2;649;-;-;1055477;-
1;-;-;649;4257;-;-;11407
1;-;-;649;4258;-;-;12936
1;-;-;649;4259;-;-;14851
1;-;-;649;4260;-;-;15994
1;-;-;649;4261;-;-;10975
1;-;-;649;4262;-;-;11147
1;-;-;649;4263;-;-;12019
1;-;-;649;4264;-;-;15682
1;-;-;649;-;1274888;-;4161
1;-;-;649;-;1274889;-;4373
1;-;-;649;-;1274890;-;3834
1;-;-;649;-;1274891;-;4322
1;-;-;649;-;1274892;-;5433
1;-;-;649;-;1274893;-;4508
1;-;-;649;-;1274894;-;4612
1;-;-;649;-;1274895;-;3785
1;-;-;649;-;1274896;-;5217
1;-;-;649;-;1274897;-;3848
1;-;-;649;-;1274898;-;5572
1;-;-;649;-;1274899;-;4077
1;-;-;649;-;1274900;-;4002
1;-;-;649;-;1274901;-;5540
1;-;-;649;-;1274902;-;4073
1;-;-;649;-;1274903;-;5287
1;-;-;649;-;1274904;-;4284
1;-;-;649;-;1274905;-;3859
1;-;-;649;-;1274906;-;3992
1;-;-;649;-;1274907;-;5182
1;-;-;649;-;1274908;-;4203
1;-;-;649;-;1274909;-;5139
1;-;-;649;-;1274910;-;4667
1;-;-;649;-;1274911;-;4652
1;-;-;649;-;1274912;-;5251
1;-;-;649;-;1274913;-;4072
1;-;-;649;-;1274914;-;3806
1;-;-;649;-;1274915;-;4034
1;-;-;649;-;1274916;-;4200
1;-;-;649;-;1274917;-;3928
1;-;-;649;-;1274918;-;4690
1;-;-;649;-;1274919;-;3776
1;-;-;649;-;1274920;-;4939
1;-;-;649;-;1274921;-;4676
1;-;-;649;-;1274922;-;5018
1;-;-;649;-;1274923;-;4243
1;-;-;649;-;1274924;-;4902
1;-;-;649;-;1274925;-;3768
1;-;-;649;-;1274926;-;4766
1;-;-;649;-;1274927;-;4447
1;-;2;650;-;-;974892;-
1;-;-;650;4265;-;-;14038
1;-;-;650;4266;-;-;12259
1;-;-;650;4267;-;-;13741
1;-;-;650;4268;-;-;11988
1;-;-;650;4269;-;-;16192
1;-;-;650;4270;-;-;15691
1;-;-;650;4271;-;-;11285
1;-;-;650;-;1274928;-;4290
1;-;-;650;-;1274929;-;4934
1;-;-;650;-;1274930;-;4928
1;-;-;650;-;1274931;-;4385
1;-;-;650;-;1274932;-;4912
1;-;-;650;-;1274933;-;4394
1;-;-;650;-;1274934;-;5126
1;-;-;650;-;1274935;-;3926
1;-;-;650;-;1274936;-;5231
1;-;-;650;-;1274937;-;3994
1;-;-;650;-;1274938;-;5214
1;-;-;650;-;1274939;-;4527
1;-;-;650;-;1274940;-;4798
1;-;-;650;-;1274941;-;4017
1;-;-;650;-;1274942;-;3879
1;-;-;650;-;1274943;-;3992
1;-;-;650;-;1274944;-;5363
1;-;-;650;-;1274945;-;4774
1;-;-;650;-;1274946;-;3796
1;-;-;650;-;1274947;-;4156
1;-;-;650;-;1274948;-;5171
1;-;-;650;-;1274949;-;4531
1;-;-;650;-;1274950;-;5071
1;-;-;650;-;1274951;-;4232
1;-;-;650;-;1274952;-;5225
1;-;-;650;-;1274953;-;3840
1;-;-;650;-;1274954;-;3998
1;-;-;650;-;1274955;-;4525
1;-;-;650;-;1274956;-;3877
1;-;-;650;-;1274957;-;4386
1;-;-;650;-;1274958;-;4987
1;-;-;650;-;1274959;-;4423
1;-;-;650;-;1274960;-;4169
1;-;2;651;-;-;702644;-
1;-;-;651;4272;-;-;15182
1;-;-;651;4273;-;-;15307
1;-;-;651;4274;-;-;11713
1;-;-;651;4275;-;-;13902
1;-;-;651;4276;-;-;15288
1;-;-;651;4277;-;-;11643
1;-;-;651;4278;-;-;12793
1;-;-;651;4279;-;-;14530
1;-;-;651;-;1274961;-;4496
1;-;-;651;-;1274962;-;5426
1;-;-;651;-;1274963;-;5558
1;-;-;651;-;1274964;-;3856
1;-;-;651;-;1274965;-;5613
1;-;-;651;-;1274966;-;4467
1;-;-;651;-;1274967;-;5056
1;-;-;651;-;1274968;-;5229
1;-;-;651;-;1274969;-;4020
1;-;-;651;-;1274970;-;4154
1;-;-;651;-;1274971;-;4647
1;-;-;651;-;1274972;-;4625
1;-;-;651;-;1274973;-;4036
1;-;-;651;-;1274974;-;4019
1;-;-;651;-;1274975;-;4105
1;-;-;651;-;1274976;-;5348
1;-;-;651;-;1274977;-;4496
1;-;-;651;-;1274978;-;4240
1;-;-;651;-;1274979;-;4536
1;-;-;651;-;1274980;-;5448
1;-;-;651;-;1274981;-;3985
1;-;-;651;-;1274982;-;3822
1;-;-;651;-;1274983;-;4090
1;-;-;651;-;1274984;-;4589
1;-;-;651;-;1274985;-;3829
1;-;-;651;-;1274986;-;5204
1;-;-;651;-;1274987;-;4695
1;-;-;651;-;1274988;-;3978
1;-;-;651;-;1274989;-;5417
1;-;-;651;-;1274990;-;5546
1;-;-;651;-;1274991;-;5406
1;-;-;651;-;1274992;-;3973
1;-;-;651;-;1274993;-;3983
1;-;-;651;-;1274994;-;4757
1;-;-;651;-;1274995;-;4019
1;-;-;651;-;1274996;-;4581
1;-;-;651;-;1274997;-;4039
1;-;-;651;-;1274998;-;5180
1;-;-;651;-;1274999;-;5162
1;-;-;651;-;1275000;-;4079
1;-;-;651;-;1275001;-;4098
1;-;-;651;-;1275002;-;4504
1;-;-;651;-;1275003;-;5209
1;-;-;651;-;1275004;-;3877
1;-;-;651;-;1275005;-;4250
1;-;-;651;-;1275006;-;3821
1;-;-;651;-;1275007;-;4782
1;-;-;651;-;1275008;-;5169
1;-;2;652;-;-;623959;-
1;-;-;652;4280;-;-;11208
1;-;-;652;4281;-;-;11596
1;-;-;652;4282;-;-;13291
1;-;-;652;4283;-;-;14384
1;-;-;652;4284;-;-;15725
1;-;-;652;4285;-;-;12143
1;-;-;652;4286;-;-;14082
1;-;-;652;-;1275009;-;3800
1;-;-;652;-;1275010;-;5238
1;-;-;652;-;1275011;-;4909
1;-;-;652;-;1275012;-;5112
1;-;-;652;-;1275013;-;5342
1;-;-;652;-;1275014;-;4776
1;-;-;652;-;1275015;-;5170
1;-;-;652;-;1275016;-;4932
1;-;-;652;-;1275017;-;4132
1;-;-;652;-;1275018;-;5304
1;-;-;652;-;1275019;-;4911
1;-;-;652;-;1275020;-;4732
1;-;-;652;-;1275021;-;5081
1;-;-;652;-;1275022;-;3958
1;-;-;652;-;1275023;-;4090
1;-;-;652;-;1275024;-;4640
1;-;-;652;-;1275025;-;4828
1;-;-;652;-;1275026;-;4084
1;-;-;652;-;1275027;-;5366
1;-;-;652;-;1275028;-;4187
1;-;-;652;-;1275029;-;4573
1;-;-;652;-;1275030;-;4856
1;-;-;652;-;1275031;-;4489
1;-;-;652;-;1275032;-;4329
1;-;-;652;-;1275033;-;5598
1;-;-;652;-;1275034;-;5503
1;-;-;652;-;1275035;-;4499
1;-;-;652;-;1275036;-;4018
1;-;-;652;-;1275037;-;5008
1;-;-;652;-;1275038;-;4405
1;-;-;652;-;1275039;-;4662
1;-;-;652;-;1275040;-;5523
1;-;-;652;-;1275041;-;4187
1;-;-;652;-;1275042;-;4472
1;-;-;652;-;1275043;-;5209
1;-;-;652;-;1275044;-;5172
1;-;-;652;-;1275045;-;5203
1;-;-;652;-;1275046;-;5233
1;-;2;653;-;-;843228;-
1;-;-;653;4287;-;-;12790
1;-;-;653;4288;-;-;14864
1;-;-;653;4289;-;-;16315
1;-;-;653;4290;-;-;10925
1;-;-;653;4291;-;-;13222
1;-;-;653;4292;-;-;10906
1;-;-;653;4293;-;-;14613
1;-;-;653;-;1275047;-;5550
1;-;-;653;-;1275048;-;5169
1;-;-;653;-;1275049;-;4488
1;-;-;653;-;1275050;-;3973
1;-;-;653;-;1275051;-;4786
1;-;-;653;-;1275052;-;4177
1;-;-;653;-;1275053;-;5150
1;-;-;653;-;1275054;-;4069
1;-;-;653;-;1275055;-;5537
1;-;-;653;-;1275056;-;5413
1;-;-;653;-;1275057;-;4815
1;-;-;653;-;1275058;-;3882
1;-;-;653;-;1275059;-;4629
1;-;-;653;-;1275060;-;4922
1;-;-;653;-;1275061;-;5108
1;-;-;653;-;1275062;-;4982
1;-;-;653;-;1275063;-;4948
1;-;-;653;-;1275064;-;3918
1;-;-;653;-;1275065;-;4260
1;-;-;653;-;1275066;-;5397
1;-;-;653;-;1275067;-;4341
1;-;-;653;-;1275068;-;4315
1;-;-;653;-;1275069;-;5371
1;-;-;653;-;1275070;-;5101
1;-;-;653;-;1275071;-;4419
1;-;-;653;-;1275072;-;5234
1;-;-;653;-;1275073;-;4046
1;-;-;653;-;1275074;-;5136
1;-;-;653;-;1275075;-;4034
1;-;-;653;-;1275076;-;4197
1;-;-;653;-;1275077;-;5625
1;-;-;653;-;1275078;-;4363
1;-;-;653;-;1275079;-;4333
1;-;-;653;-;1275080;-;4642
1;-;-;653;-;1275081;-;4776
1;-;-;653;-;1275082;-;3985
1;-;-;653;-;1275083;-;4867
1;-;-;653;-;1275084;-;5348
1;-;-;653;-;1275085;-;4410
1;-;-;653;-;1275086;-;3810
1;-;2;654;-;-;679799;-
1;-;-;654;4294;-;-;13287
1;-;-;654;4295;-;-;14202
1;-;-;654;4296;-;-;11827
1;-;-;654;4297;-;-;13595
1;-;-;654;4298;-;-;13313
1;-;-;654;4299;-;-;11261
1;-;-;654;4300;-;-;13209
1;-;-;654;4301;-;-;15662
1;-;-;654;-;1275087;-;3834
1;-;-;654;-;1275088;-;5593
1;-;-;654;-;1275089;-;5426
1;-;-;654;-;1275090;-;4119
1;-;-;654;-;1275091;-;4430
1;-;-;654;-;1275092;-;3994
1;-;-;654;-;1275093;-;4722
1;-;-;654;-;1275094;-;4416
1;-;-;654;-;1275095;-;4776
1;-;-;654;-;1275096;-;3826
1;-;-;654;-;1275097;-;4212
1;-;-;654;-;1275098;-;5566
1;-;-;654;-;1275099;-;5231
1;-;-;654;-;1275100;-;4496
1;-;-;654;-;1275101;-;5350
1;-;-;654;-;1275102;-;4241
1;-;-;654;-;1275103;-;5513
1;-;-;654;-;1275104;-;5303
1;-;-;654;-;1275105;-;5550
1;-;-;654;-;1275106;-;5600
1;-;-;654;-;1275107;-;5126
1;-;-;654;-;1275108;-;4139
1;-;-;654;-;1275109;-;4014
1;-;-;654;-;1275110;-;4575
1;-;-;654;-;1275111;-;5076
1;-;-;654;-;1275112;-;3957
1;-;-;654;-;1275113;-;5040
1;-;-;654;-;1275114;-;3776
1;-;-;654;-;1275115;-;4436
1;-;-;654;-;1275116;-;5020
1;-;-;654;-;1275117;-;5306
1;-;-;654;-;1275118;-;4677
1;-;-;654;-;1275119;-;4533
1;-;-;654;-;1275120;-;4983
1;-;-;654;-;1275121;-;5421
1;-;-;654;-;1275122;-;3862
1;-;-;654;-;1275123;-;5562
1;-;-;654;-;1275124;-;5007
1;-;2;655;-;-;820293;-
1;-;-;655;4302;-;-;13717
1;-;-;655;4303;-;-;12162
1;-;-;655;4304;-;-;13365
1;-;-;655;4305;-;-;11557
1;-;-;655;4306;-;-;11308
1;-;-;655;4307;-;-;16183
1;-;-;655;-;1275125;-;4765
1;-;-;655;-;1275126;-;4714
1;-;-;655;-;1275127;-;5313
1;-;-;655;-;1275128;-;4060
1;-;-;655;-;1275129;-;4087
1;-;-;655;-;1275130;-;4223
1;-;-;655;-;1275131;-;5135
1;-;-;655;-;1275132;-;5633
1;-;-;655;-;1275133;-;4003
1;-;-;655;-;1275134;-;4953
1;-;-;655;-;1275135;-;4509
1;-;-;655;-;1275136;-;4934
1;-;-;655;-;1275137;-;5360
1;-;-;655;-;1275138;-;4941
1;-;-;655;-;1275139;-;3978
1;-;-;655;-;1275140;-;3993
1;-;-;655;-;1275141;-;5068
1;-;-;655;-;1275142;-;5312
1;-;-;655;-;1275143;-;4824
1;-;-;655;-;1275144;-;3808
1;-;-;655;-;1275145;-;4233
1;-;-;655;-;1275146;-;3803
1;-;-;655;-;1275147;-;5164
1;-;-;655;-;1275148;-;4907
1;-;-;655;-;1275149;-;3829
1;-;-;655;-;1275150;-;4118
1;-;-;655;-;1275151;-;4235
1;-;-;655;-;1275152;-;4615
1;-;-;655;-;1275153;-;5558
1;-;-;655;-;1275154;-;4592
1;-;-;655;-;1275155;-;3947
1;-;-;655;-;1275156;-;4583
1;-;2;656;-;-;680569;-
1;-;-;656;4308;-;-;16020
1;-;-;656;4309;-;-;13652
1;-;-;656;4310;-;-;15709
1;-;-;656;4311;-;-;11691
1;-;-;656;4312;-;-;14066
1;-;-;656;4313;-;-;14422
1;-;-;656;4314;-;-;14103
1;-;-;656;-;1275157;-;4631
1;-;-;656;-;1275158;-;4460
1;-;-;656;-;1275159;-;3932
1;-;-;656;-;1275160;-;5570
1;-;-;656;-;1275161;-;4989
1;-;-;656;-;1275162;-;4776
1;-;-;656;-;1275163;-;4458
1;-;-;656;-;1275164;-;4890
1;-;-;656;-;1275165;-;4562
1;-;-;656;-;1275166;-;4924
1;-;-;656;-;1275167;-;4399
1;-;-;656;-;1275168;-;4266
1;-;-;656;-;1275169;-;3783
1;-;-;656;-;1275170;-;4718
1;-;-;656;-;1275171;-;4217
1;-;-;656;-;1275172;-;5193
1;-;-;656;-;1275173;-;3876
1;-;-;656;-;1275174;-;3826
1;-;-;656;-;1275175;-;4775
1;-;-;656;-;1275176;-;4483
1;-;-;656;-;1275177;-;4340
1;-;-;656;-;1275178;-;4626
1;-;-;656;-;1275179;-;4150
1;-;-;656;-;1275180;-;4187
1;-;-;656;-;1275181;-;5235
1;-;-;656;-;1275182;-;4941
1;-;-;656;-;1275183;-;5358
1;-;-;656;-;1275184;-;4445
1;-;-;656;-;1275185;-;5378
1;-;-;656;-;1275186;-;4825
1;-;-;656;-;1275187;-;4041
1;-;-;656;-;1275188;-;4747
1;-;-;656;-;1275189;-;3903
1;-;-;656;-;1275190;-;3920
1;-;-;656;-;1275191;-;4513
1;-;-;656;-;1275192;-;4555
1;-;2;657;-;-;1022658;-
1;-;-;657;4315;-;-;15530
1;-;-;657;4316;-;-;16093
1;-;-;657;4317;-;-;16055
1;-;-;657;4318;-;-;11445
1;-;-;657;4319;-;-;15698
1;-;-;657;-;1275193;-;5509
1;-;-;657;-;1275194;-;4762
1;-;-;657;-;1275195;-;4914
1;-;-;657;-;1275196;-;5212
1;-;-;657;-;1275197;-;4640
1;-;-;657;-;1275198;-;4216
1;-;-;657;-;1275199;-;4713
1;-;-;657;-;1275200;-;3852
1;-;-;657;-;1275201;-;5072
1;-;-;657;-;1275202;-;4920
1;-;-;657;-;1275203;-;4550
1;-;-;657;-;1275204;-;4240
1;-;-;657;-;1275205;-;5345
1;-;-;657;-;1275206;-;5161
1;-;-;657;-;1275207;-;4465
1;-;-;657;-;1275208;-;5494
1;-;-;657;-;1275209;-;4553
1;-;-;657;-;1275210;-;4826
1;-;-;657;-;1275211;-;3951
1;-;-;657;-;1275212;-;5627
1;-;-;657;-;1275213;-;5489
1;-;-;657;-;1275214;-;5594
1;-;-;657;-;1275215;-;4198
1;-;-;657;-;1275216;-;4325
1;-;-;657;-;1275217;-;5095
1;-;-;657;-;1275218;-;4379
1;-;-;657;-;1275219;-;5508
1;-;-;657;-;1275220;-;5361
1;-;-;657;-;1275221;-;3870
1;-;-;657;-;1275222;-;4872
1;-;-;657;-;1275223;-;3783
1;-;-;657;-;1275224;-;4374
1;-;-;657;-;1275225;-;4508
1;-;-;657;-;1275226;-;4900
1;-;-;657;-;1275227;-;4081
1;-;-;657;-;1275228;-;4744
1;-;-;657;-;1275229;-;4450
1;-;-;657;-;1275230;-;4871
1;-;-;657;-;1275231;-;4286
1;-;-;657;-;1275232;-;4586
1;-;-;657;-;1275233;-;4810
1;-;2;658;-;-;837894;-
1;-;-;658;4320;-;-;13077
1;-;-;658;4321;-;-;15480
1;-;-;658;4322;-;-;12633
1;-;-;658;4323;-;-;12361
1;-;-;658;4324;-;-;14737
1;-;-;658;4325;-;-;11587
1;-;-;658;-;1275234;-;4541
1;-;-;658;-;1275235;-;5252
1;-;-;658;-;1275236;-;5341
1;-;-;658;-;1275237;-;5231
1;-;-;658;-;1275238;-;4015
1;-;-;658;-;1275239;-;4688
1;-;-;658;-;1275240;-;4623
1;-;-;658;-;1275241;-;5268
1;-;-;658;-;1275242;-;5129
1;-;-;658;-;1275243;-;5438
1;-;-;658;-;1275244;-;4385
1;-;-;658;-;1275245;-;5507
1;-;-;658;-;1275246;-;5278
1;-;-;658;-;1275247;-;4928
1;-;-;658;-;1275248;-;5306
1;-;-;658;-;1275249;-;3818
1;-;-;658;-;1275250;-;4066
1;-;-;658;-;1275251;-;4711
1;-;-;658;-;1275252;-;4347
1;-;-;658;-;1275253;-;5626
1;-;-;658;-;1275254;-;4926
1;-;-;658;-;1275255;-;5143
1;-;-;658;-;1275256;-;5215
1;-;-;658;-;1275257;-;4771
1;-;-;658;-;1275258;-;4060
1;-;-;658;-;1275259;-;5504
1;-;-;658;-;1275260;-;4869
1;-;-;658;-;1275261;-;5454
1;-;-;658;-;1275262;-;4869
1;-;-;658;-;1275263;-;5157
1;-;-;658;-;1275264;-;4652
1;-;-;658;-;1275265;-;5299
1;-;-;658;-;1275266;-;5358
1;-;-;658;-;1275267;-;4486
1;-;-;658;-;1275268;-;4880
1;-;2;659;-;-;787370;-
1;-;-;659;4326;-;-;15942
1;-;-;659;4327;-;-;14306
1;-;-;659;4328;-;-;15526
1;-;-;659;4329;-;-;12836
1;-;-;659;4330;-;-;13340
1;-;-;659;4331;-;-;14337
1;-;-;659;4332;-;-;13840
1;-;-;659;4333;-;-;14712
1;-;-;659;4334;-;-;15383
1;-;-;659;-;1275269;-;5157
1;-;-;659;-;1275270;-;5567
1;-;-;659;-;1275271;-;4074
1;-;-;659;-;1275272;-;4732
1;-;-;659;-;1275273;-;3847
1;-;-;659;-;1275274;-;3950
1;-;-;659;-;1275275;-;5300
1;-;-;659;-;1275276;-;4264
1;-;-;659;-;1275277;-;4324
1;-;-;659;-;1275278;-;4187
1;-;-;659;-;1275279;-;5007
1;-;-;659;-;1275280;-;4178
1;-;-;659;-;1275281;-;5095
1;-;-;659;-;1275282;-;5293
1;-;-;659;-;1275283;-;4455
1;-;-;659;-;1275284;-;4706
1;-;-;659;-;1275285;-;4015
1;-;-;659;-;1275286;-;4252
1;-;-;659;-;1275287;-;4234
1;-;-;659;-;1275288;-;4006
1;-;-;659;-;1275289;-;4441
1;-;-;659;-;1275290;-;4448
1;-;-;659;-;1275291;-;5384
1;-;-;659;-;1275292;-;5156
1;-;-;659;-;1275293;-;4144
1;-;-;659;-;1275294;-;4071
1;-;-;659;-;1275295;-;5227
1;-;-;659;-;1275296;-;5001
1;-;-;659;-;1275297;-;4053
1;-;-;659;-;1275298;-;4211
1;-;-;659;-;1275299;-;4518
1;-;-;659;-;1275300;-;4450
1;-;-;659;-;1275301;-;4360
1;-;-;659;-;1275302;-;4273
1;-;-;659;-;1275303;-;4915
1;-;-;659;-;1275304;-;5405
1;-;-;659;-;1275305;-;4125
1;-;-;659;-;1275306;-;5307
1;-;-;659;-;1275307;-;4142
1;-;-;659;-;1275308;-;5178
1;-;-;659;-;1275309;-;4346
1;-;-;659;-;1275310;-;5302
1;-;-;659;-;1275311;-;4094
1;-;-;659;-;1275312;-;4366
1;-;-;659;-;1275313;-;4656
1;-;-;659;-;1275314;-;5006
1;-;-;659;-;1275315;-;5244
1;-;-;659;-;1275316;-;4136
1;-;2;660;-;-;923704;-
1;-;-;660;4335;-;-;11906
1;-;-;660;4336;-;-;15317
1;-;-;660;4337;-;-;12997
1;-;-;660;4338;-;-;15364
1;-;-;660;4339;-;-;13336
1;-;-;660;4340;-;-;14909
1;-;-;660;4341;-;-;14876
1;-;-;660;-;1275317;-;5237
1;-;-;660;-;1275318;-;5521
1;-;-;660;-;1275319;-;4096
1;-;-;660;-;1275320;-;4353
1;-;-;660;-;1275321;-;3830
1;-;-;660;-;1275322;-;4773
1;-;-;660;-;1275323;-;4350
1;-;-;660;-;1275324;-;3954
1;-;-;660;-;1275325;-;3964
1;-;-;660;-;1275326;-;4047
1;-;-;660;-;1275327;-;4511
1;-;-;660;-;1275328;-;3960
1;-;-;660;-;1275329;-;5269
1;-;-;660;-;1275330;-;5610
1;-;-;660;-;1275331;-;4747
1;-;-;660;-;1275332;-;4437
1;-;-;660;-;1275333;-;4593
1;-;-;660;-;1275334;-;5247
1;-;-;660;-;1275335;-;4309
1;-;-;660;-;1275336;-;4719
1;-;-;660;-;1275337;-;4037
1;-;-;660;-;1275338;-;5408
1;-;-;660;-;1275339;-;5265
1;-;-;660;-;1275340;-;5551
1;-;-;660;-;1275341;-;5338
1;-;-;660;-;1275342;-;4974
1;-;-;660;-;1275343;-;4512
1;-;-;660;-;1275344;-;5426
1;-;-;660;-;1275345;-;4382
1;-;-;660;-;1275346;-;4909
1;-;-;660;-;1275347;-;5622
1;-;-;660;-;1275348;-;4218
1;-;-;660;-;1275349;-;4758
1;-;-;660;-;1275350;-;5630
1;-;-;660;-;1275351;-;4001
1;-;-;660;-;1275352;-;4999
1;-;-;660;-;1275353;-;5260
1;-;-;660;-;1275354;-;4366
1;-;-;660;-;1275355;-;4227
1;-;-;660;-;1275356;-;4343
1;-;-;660;-;1275357;-;5468
1;-;-;660;-;1275358;-;4031
1;-;-;660;-;1275359;-;5575
1;-;2;661;-;-;728210;-
1;-;-;661;4342;-;-;11933
1;-;-;661;4343;-;-;13972
1;-;-;661;4344;-;-;15192
1;-;-;661;4345;-;-;14938
1;-;-;661;4346;-;-;15677
1;-;-;661;4347;-;-;11962
1;-;-;661;-;1275360;-;4790
1;-;-;661;-;1275361;-;4729
1;-;-;661;-;1275362;-;4410
1;-;-;661;-;1275363;-;5607
1;-;-;661;-;1275364;-;3955
1;-;-;661;-;1275365;-;5204
1;-;-;661;-;1275366;-;4029
1;-;-;661;-;1275367;-;3982
1;-;-;661;-;1275368;-;5282
1;-;-;661;-;1275369;-;5447
1;-;-;661;-;1275370;-;4819
1;-;-;661;-;1275371;-;3798
1;-;-;661;-;1275372;-;4979
1;-;-;661;-;1275373;-;4681
1;-;-;661;-;1275374;-;5502
1;-;-;661;-;1275375;-;4619
1;-;-;661;-;1275376;-;3896
1;-;-;661;-;1275377;-;5380
1;-;-;661;-;1275378;-;3964
1;-;-;661;-;1275379;-;4287
1;-;-;661;-;1275380;-;4772
1;-;-;661;-;1275381;-;5093
1;-;-;661;-;1275382;-;3950
1;-;-;661;-;1275383;-;5353
1;-;-;661;-;1275384;-;4020
1;-;-;661;-;1275385;-;5230
1;-;-;661;-;1275386;-;4379
1;-;-;661;-;1275387;-;4579
1;-;-;661;-;1275388;-;5193
1;-;-;661;-;1275389;-;3782
1;-;-;661;-;1275390;-;5420
1;-;-;661;-;1275391;-;3957
1;-;-;661;-;1275392;-;4904
1;-;-;661;-;1275393;-;4103
1;-;-;661;-;1275394;-;5395
1;-;-;661;-;1275395;-;4587
1;-;-;661;-;1275396;-;3809
1;-;-;661;-;1275397;-;4171
1;-;-;661;-;1275398;-;5336
1;-;-;661;-;1275399;-;4519
1;-;-;661;-;1275400;-;4864
1;-;-;661;-;1275401;-;4884
1;-;-;661;-;1275402;-;5108
1;-;-;661;-;1275403;-;5288
1;-;-;661;-;1275404;-;3851
